yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,datavaluetype,stratificationcategory1,stratification1,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1
2010,2014,SC,South Carolina,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,Hispanic,45,CAN,CAN7_1,AVGANNNMBR,RACE,HIS
2014,2018,SD,South Dakota,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,46,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2008,2012,TX,Texas,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,48,CAN,CAN7_1,AVGANNNMBR,RACE,APIO
2010,2014,TX,Texas,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Male,48,CAN,CAN7_1,AVGANNNMBR,GENDER,GENM
2011,2015,TX,Texas,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Male,48,CAN,CAN7_1,AVGANNNMBR,GENDER,GENM
2008,2012,US,United States,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,59,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2010,2014,UT,Utah,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Female,49,CAN,CAN7_1,AVGANNNMBR,GENDER,GENF
2011,2015,UT,Utah,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,Hispanic,49,CAN,CAN7_1,AVGANNNMBR,RACE,HIS
2011,2015,VA,Virginia,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Gender,Male,51,CAN,CAN7_1,AVGANNNMBR,GENDER,GENM
2008,2012,VT,Vermont,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Crude Rate,Overall,Overall,50,CAN,CAN7_1,AVGANNCRDRATE,OVERALL,OVR
2010,2014,WV,West Virginia,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",54,CAN,CAN7_1,AVGANNNMBR,RACE,WHT
2014,2018,WV,West Virginia,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",54,CAN,CAN7_1,AVGANNNMBR,RACE,BLK
2010,2014,WY,Wyoming,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",56,CAN,CAN7_1,AVGANNNMBR,RACE,WHT
2012,2016,WY,Wyoming,Statewide central cancer registries,Cancer,"Cancer of the colon and rectum (colorectal), incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",56,CAN,CAN7_1,AVGANNNMBR,RACE,WHT
2009,2013,AL,Alabama,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",01,CAN,CAN7_2,AVGANNNMBR,RACE,BLK
2015,2019,AZ,Arizona,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,04,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2015,2019,CA,California,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,06,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2011,2015,CO,Colorado,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,08,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2012,2016,CO,Colorado,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,08,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2013,2017,CO,Colorado,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,08,CAN,CAN7_2,AVGANNNMBR,RACE,APIO
2014,2018,CO,Colorado,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Hispanic,08,CAN,CAN7_2,AVGANNNMBR,RACE,HIS
2008,2012,DE,Delaware,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",10,CAN,CAN7_2,AVGANNNMBR,RACE,BLK
2009,2013,DE,Delaware,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,10,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2011,2015,DE,Delaware,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",10,CAN,CAN7_2,AVGANNNMBR,RACE,WHT
2012,2016,DE,Delaware,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Age-adjusted Rate,Overall,Overall,10,CAN,CAN7_2,AVGANNAGEADJRATE,OVERALL,OVR
2013,2017,DE,Delaware,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Female,10,CAN,CAN7_2,AVGANNNMBR,GENDER,GENF
2014,2018,DE,Delaware,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Crude Rate,Overall,Overall,10,CAN,CAN7_2,AVGANNCRDRATE,OVERALL,OVR
2009,2013,FL,Florida,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",12,CAN,CAN7_2,AVGANNNMBR,RACE,BLK
2010,2014,FL,Florida,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",12,CAN,CAN7_2,AVGANNNMBR,RACE,WHT
2011,2015,FL,Florida,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Female,12,CAN,CAN7_2,AVGANNNMBR,GENDER,GENF
2012,2016,FL,Florida,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Hispanic,12,CAN,CAN7_2,AVGANNNMBR,RACE,HIS
2014,2018,FL,Florida,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,American Indian or Alaska Native,12,CAN,CAN7_2,AVGANNNMBR,RACE,AIAO
2014,2018,FL,Florida,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Crude Rate,Overall,Overall,12,CAN,CAN7_2,AVGANNCRDRATE,OVERALL,OVR
2014,2018,IA,Iowa,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,19,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2015,2019,ID,Idaho,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,16,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2008,2012,IL,Illinois,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Crude Rate,Gender,Male,17,CAN,CAN7_2,AVGANNCRDRATE,GENDER,GENM
2009,2013,IL,Illinois,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Age-adjusted Rate,Gender,Female,17,CAN,CAN7_2,AVGANNAGEADJRATE,GENDER,GENF
2012,2016,IL,Illinois,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Female,17,CAN,CAN7_2,AVGANNNMBR,GENDER,GENF
2013,2017,IL,Illinois,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Age-adjusted Rate,Gender,Female,17,CAN,CAN7_2,AVGANNAGEADJRATE,GENDER,GENF
2014,2018,IL,Illinois,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Crude Rate,Gender,Female,17,CAN,CAN7_2,AVGANNCRDRATE,GENDER,GENF
2015,2019,IL,Illinois,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Age-adjusted Rate,Overall,Overall,17,CAN,CAN7_2,AVGANNAGEADJRATE,OVERALL,OVR
2008,2012,KS,Kansas,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Female,20,CAN,CAN7_2,AVGANNNMBR,GENDER,GENF
2010,2014,KS,Kansas,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Hispanic,20,CAN,CAN7_2,AVGANNNMBR,RACE,HIS
2013,2017,KS,Kansas,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Crude Rate,Overall,Overall,20,CAN,CAN7_2,AVGANNCRDRATE,OVERALL,OVR
2014,2018,KS,Kansas,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Age-adjusted Rate,Overall,Overall,20,CAN,CAN7_2,AVGANNAGEADJRATE,OVERALL,OVR
2015,2019,KS,Kansas,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Hispanic,20,CAN,CAN7_2,AVGANNNMBR,RACE,HIS
2010,2014,LA,Louisiana,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,22,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2012,2016,LA,Louisiana,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Hispanic,22,CAN,CAN7_2,AVGANNNMBR,RACE,HIS
2011,2015,MA,Massachusetts,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Crude Rate,Gender,Female,25,CAN,CAN7_2,AVGANNCRDRATE,GENDER,GENF
2008,2012,ME,Maine,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,23,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2009,2013,ME,Maine,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,23,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2010,2014,ME,Maine,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,23,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2011,2015,ME,Maine,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Female,23,CAN,CAN7_2,AVGANNNMBR,GENDER,GENF
2012,2016,ME,Maine,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Crude Rate,Overall,Overall,23,CAN,CAN7_2,AVGANNCRDRATE,OVERALL,OVR
2015,2019,ME,Maine,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Female,23,CAN,CAN7_2,AVGANNNMBR,GENDER,GENF
2011,2015,MI,Michigan,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Hispanic,26,CAN,CAN7_2,AVGANNNMBR,RACE,HIS
2012,2016,MI,Michigan,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Crude Rate,Overall,Overall,26,CAN,CAN7_2,AVGANNCRDRATE,OVERALL,OVR
2013,2017,MI,Michigan,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,26,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2014,2018,MI,Michigan,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Crude Rate,Race/Ethnicity,Hispanic,26,CAN,CAN7_2,AVGANNCRDRATE,RACE,HIS
2015,2019,MI,Michigan,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Female,26,CAN,CAN7_2,AVGANNNMBR,GENDER,GENF
2008,2012,MN,Minnesota,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Hispanic,27,CAN,CAN7_2,AVGANNNMBR,RACE,HIS
2009,2013,MN,Minnesota,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,27,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2010,2014,MN,Minnesota,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,27,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2012,2016,MN,Minnesota,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,27,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2013,2017,MN,Minnesota,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,27,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2009,2013,MO,Missouri,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Hispanic,29,CAN,CAN7_2,AVGANNNMBR,RACE,HIS
2010,2014,MO,Missouri,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Female,29,CAN,CAN7_2,AVGANNNMBR,GENDER,GENF
2013,2017,MT,Montana,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Crude Rate,Gender,Female,30,CAN,CAN7_2,AVGANNCRDRATE,GENDER,GENF
2015,2019,MT,Montana,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,30,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2009,2013,OH,Ohio,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",39,CAN,CAN7_2,AVGANNNMBR,RACE,WHT
2010,2014,OH,Ohio,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Hispanic,39,CAN,CAN7_2,AVGANNNMBR,RACE,HIS
2011,2015,OH,Ohio,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,39,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2012,2016,OH,Ohio,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,39,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2013,2017,OH,Ohio,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,39,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2015,2019,OH,Ohio,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",39,CAN,CAN7_2,AVGANNNMBR,RACE,BLK
2008,2012,SC,South Carolina,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,45,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2009,2013,US,United States,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,59,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2010,2014,US,United States,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",59,CAN,CAN7_2,AVGANNNMBR,RACE,BLK
2013,2017,US,United States,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,59,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2011,2015,VA,Virginia,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Overall,Overall,51,CAN,CAN7_2,AVGANNNMBR,OVERALL,OVR
2010,2014,WA,Washington,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,53,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2011,2015,WA,Washington,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,53,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2013,2017,WA,Washington,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,53,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2008,2012,WI,Wisconsin,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Female,55,CAN,CAN7_2,AVGANNNMBR,GENDER,GENF
2009,2013,WI,Wisconsin,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",55,CAN,CAN7_2,AVGANNNMBR,RACE,BLK
2010,2014,WI,Wisconsin,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Female,55,CAN,CAN7_2,AVGANNNMBR,GENDER,GENF
2011,2015,WI,Wisconsin,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,Hispanic,55,CAN,CAN7_2,AVGANNNMBR,RACE,HIS
2011,2015,WI,Wisconsin,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,55,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2012,2016,WI,Wisconsin,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,55,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2013,2017,WI,Wisconsin,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,55,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2014,2018,WI,Wisconsin,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Gender,Male,55,CAN,CAN7_2,AVGANNNMBR,GENDER,GENM
2015,2019,WV,West Virginia,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",54,CAN,CAN7_2,AVGANNNMBR,RACE,WHT
2013,2017,AK,Alaska,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Overall,Overall,02,CAN,CAN8_1,AVGANNNMBR,OVERALL,OVR
2014,2018,AK,Alaska,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,02,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2015,2019,CO,Colorado,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",08,CAN,CAN8_1,AVGANNNMBR,RACE,WHT
2015,2019,DC,District of Columbia,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,11,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2009,2013,GA,Georgia,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,13,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2011,2015,IA,Iowa,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",19,CAN,CAN8_1,AVGANNNMBR,RACE,BLK
2015,2019,IL,Illinois,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Female,17,CAN,CAN8_1,AVGANNNMBR,GENDER,GENF
2013,2017,MA,Massachusetts,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,25,CAN,CAN8_1,AVGANNNMBR,RACE,APIO
2015,2019,MA,Massachusetts,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Female,25,CAN,CAN8_1,AVGANNNMBR,GENDER,GENF
2010,2014,MS,Mississippi,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,Hispanic,28,CAN,CAN8_1,AVGANNNMBR,RACE,HIS
2012,2016,MS,Mississippi,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,28,CAN,CAN8_1,AVGANNNMBR,RACE,APIO
2012,2016,MS,Mississippi,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,28,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2013,2017,MS,Mississippi,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,Hispanic,28,CAN,CAN8_1,AVGANNNMBR,RACE,HIS
2008,2012,MT,Montana,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Female,30,CAN,CAN8_1,AVGANNNMBR,GENDER,GENF
2009,2013,MT,Montana,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Age-adjusted Rate,Gender,Female,30,CAN,CAN8_1,AVGANNAGEADJRATE,GENDER,GENF
2010,2014,MT,Montana,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,30,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2011,2015,MT,Montana,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,30,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2013,2017,MT,Montana,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",30,CAN,CAN8_1,AVGANNNMBR,RACE,WHT
2015,2019,MT,Montana,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Overall,Overall,30,CAN,CAN8_1,AVGANNNMBR,OVERALL,OVR
2009,2013,NH,New Hampshire,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",33,CAN,CAN8_1,AVGANNNMBR,RACE,WHT
2010,2014,NH,New Hampshire,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Overall,Overall,33,CAN,CAN8_1,AVGANNNMBR,OVERALL,OVR
2011,2015,NH,New Hampshire,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,33,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2013,2017,NH,New Hampshire,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Crude Rate,Race/Ethnicity,Asian or Pacific Islander,33,CAN,CAN8_1,AVGANNCRDRATE,RACE,APIO
2015,2019,NH,New Hampshire,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Overall,Overall,33,CAN,CAN8_1,AVGANNNMBR,OVERALL,OVR
2009,2013,NV,Nevada,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Female,32,CAN,CAN8_1,AVGANNNMBR,GENDER,GENF
2010,2014,NV,Nevada,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,32,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2014,2018,NY,New York,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",36,CAN,CAN8_1,AVGANNNMBR,RACE,BLK
2009,2013,OH,Ohio,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,39,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2010,2014,OH,Ohio,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,Hispanic,39,CAN,CAN8_1,AVGANNNMBR,RACE,HIS
2011,2015,OH,Ohio,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,39,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2012,2016,OH,Ohio,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Overall,Overall,39,CAN,CAN8_1,AVGANNNMBR,OVERALL,OVR
2013,2017,OH,Ohio,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,39,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2014,2018,OH,Ohio,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,Hispanic,39,CAN,CAN8_1,AVGANNNMBR,RACE,HIS
2008,2012,RI,Rhode Island,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Crude Rate,Gender,Female,44,CAN,CAN8_1,AVGANNCRDRATE,GENDER,GENF
2011,2015,RI,Rhode Island,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,Hispanic,44,CAN,CAN8_1,AVGANNNMBR,RACE,HIS
2012,2016,RI,Rhode Island,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Male,44,CAN,CAN8_1,AVGANNNMBR,GENDER,GENM
2014,2018,RI,Rhode Island,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",44,CAN,CAN8_1,AVGANNNMBR,RACE,WHT
2011,2015,WV,West Virginia,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,Hispanic,54,CAN,CAN8_1,AVGANNNMBR,RACE,HIS
2014,2018,WV,West Virginia,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Female,54,CAN,CAN8_1,AVGANNNMBR,GENDER,GENF
2008,2012,WY,Wyoming,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Crude Rate,Gender,Male,56,CAN,CAN8_1,AVGANNCRDRATE,GENDER,GENM
2009,2013,WY,Wyoming,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Gender,Female,56,CAN,CAN8_1,AVGANNNMBR,GENDER,GENF
2010,2014,WY,Wyoming,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",56,CAN,CAN8_1,AVGANNNMBR,RACE,WHT
2011,2015,WY,Wyoming,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,Hispanic,56,CAN,CAN8_1,AVGANNNMBR,RACE,HIS
2012,2016,WY,Wyoming,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,Hispanic,56,CAN,CAN8_1,AVGANNNMBR,RACE,HIS
